location,lat,long,alt,year,bloom_date,bloom_doy,Date_doy_tavg,Date_doy_tmax,Date_doy_tmin,tavg_below_5,tavg_above_10,tavg_moving,tmin_moving,tmax_moving,prcp.-2,prcp.-1,prcp.0,prcp.1,prcp.2,tavg.-2,tavg.-1,tavg.0,tavg.1,tavg.2,tmax.-2,tmax.-1,tmax.0,tmax.1,tmax.2,tmin.-2,tmin.-1,tmin.0,tmin.1,tmin.2,long.y,long.x,slope,dg2_coef,intc,tavg.3,tmin.3,tmax.3
South Korea/Mokpo,34.81689,126.3812,38.0,1987,1987-04-14,104,36,36,22,78,3.0,0.0,-26.6429,0.0,8.0,3.0,6.0,7.0,8.0,148.7741935483871,88.96666666666667,56.935483870967744,19.225806451612904,32.92857142857143,203.1290322580645,141.03333333333333,106.38709677419355,67.19354838709677,82.10714285714286,110.25806451612904,51.86666666666667,22.677419354838708,-16.612903225806452,-5.321428571428571,0.8050884677555826,-0.5931547513819375,-0.9042016806722689,0.12250600485894819,87.80840336134452,39.45454545454545,3.3636363636363638,91.63636363636364
South Korea/Mokpo,34.81689,126.3812,38.0,1988,1988-04-18,109,50,50,43,81,3.0,-3.2857,-37.8571,0.0,4.0,7.0,3.0,8.0,8.0,175.3548387096774,107.3,48.774193548387096,24.838709677419356,17.275862068965516,234.38709677419354,167.06666666666666,105.09677419354838,73.41935483870968,69.0,133.90322580645162,65.6,10.516129032258064,-10.0,-19.379310344827587,0.8050884677555826,-0.5931547513819375,-0.5207792207792193,0.07303337394872374,65.86580086580076,26.90909090909091,-15.636363636363637,83.45454545454545
South Korea/Mokpo,34.81689,126.3812,38.0,1989,1989-04-09,99,37,35,38,67,5.0,0.0,-25.6429,0.0,1.0,8.0,7.0,14.0,10.0,172.51612903225808,94.5,46.354838709677416,36.096774193548384,44.5,243.38709677419354,153.56666666666666,95.7741935483871,77.48387096774194,90.71428571428571,125.48387096774194,52.0,6.290322580645161,3.5483870967741935,10.357142857142858,0.8050884677555826,-0.5931547513819375,0.2482811306340714,-0.04535109498344798,38.74637127578309,52.36363636363637,8.727272727272727,108.36363636363636
South Korea/Mokpo,34.81689,126.3812,38.0,1990,1990-04-02,92,32,32,27,59,5.0,-12.6429,-53.5,0.0,4.0,12.0,5.0,11.0,7.0,161.67741935483872,101.6,54.25806451612903,14.612903225806452,50.464285714285715,223.2258064516129,155.76666666666668,104.61290322580645,62.45161290322581,100.60714285714286,114.35483870967742,64.5,20.451612903225808,-20.612903225806452,14.285714285714286,0.8050884677555826,-0.5931547513819375,1.2751012145748977,-0.07537583500356272,-9.389136302294176,68.81818181818181,29.545454545454547,121.9090909090909
South Korea/Mokpo,34.81689,126.3812,38.0,1991,1991-04-16,106,61,14,63,76,3.0,0.0,-34.9286,0.0,5.0,5.0,6.0,7.0,12.0,168.93548387096774,127.8,53.064516129032256,27.258064516129032,25.964285714285715,235.6451612903226,188.16666666666666,107.45161290322581,80.2258064516129,79.57142857142857,124.54838709677419,85.23333333333333,15.903225806451612,-8.387096774193548,-12.071428571428571,0.8050884677555826,-0.5931547513819375,0.24442508710801422,0.08093877194841456,22.047038327526117,47.29055105854135,5.16816735074032,89.89138334385792
South Korea/Mokpo,34.81689,126.3812,38.0,1992,1992-04-05,96,51,9,53,67,6.0,0.0,-21.1429,0.0,3.0,2.0,9.0,9.0,7.0,160.0,98.93333333333334,57.70967741935484,37.67741935483871,39.03448275862069,226.25806451612902,163.8,112.74193548387096,88.96774193548387,95.51724137931035,112.3225806451613,55.2,15.838709677419354,3.064516129032258,-3.7586206896551726,0.8050884677555826,-0.5931547513819375,1.1609022556390964,-0.7272727272727033,-1.7345864661653478,70.36363636363636,42.09090909090909,122.9090909090909
South Korea/Mokpo,34.81689,126.3812,38.0,1993,1993-04-18,108,28,24,29,67,5.0,0.0,-29.5,0.0,2.0,5.0,10.0,10.0,5.0,161.41935483870967,96.0,58.806451612903224,18.741935483870968,38.857142857142854,221.48387096774192,157.06666666666666,109.2258064516129,61.67741935483871,96.85714285714286,117.09677419354838,50.166666666666664,20.677419354838708,-13.935483870967742,-2.7142857142857144,0.8050884677555826,-0.5931547513819375,0.3699788583509513,0.013858706995405541,23.126849894291773,53.90909090909091,5.0,115.45454545454545
South Korea/Mokpo,34.81689,126.3812,38.0,1994,1994-04-08,98,31,31,31,83,2.0,5.1429,-31.2143,52.8571,4.0,10.0,6.0,7.0,4.0,158.61290322580646,113.8,43.16129032258065,26.419354838709676,32.714285714285715,218.70967741935485,162.03333333333333,93.3225806451613,78.58064516129032,87.03571428571429,113.25806451612904,76.8,4.290322580645161,-12.935483870967742,-1.8928571428571428,0.8050884677555826,-0.5931547513819375,0.9202626641651032,0.0017351069982650459,-7.723264540337702,55.0,11.0,102.0909090909091
South Korea/Mokpo,34.81689,126.3812,38.0,2015,2015-04-02,92,40,40,40,87,0.0,4.0714,-36.558,42.4255,6.0,7.0,17.0,4.0,5.0,169.06451612903226,108.66666666666667,22.161290322580644,24.70967741935484,32.535714285714285,218.0771806451613,151.3,59.990127096774195,62.92899709677419,71.46272928571429,118.78481193548387,64.69372766666667,-21.7382344516129,-19.02154390322581,-13.810251214285712,0.8050884677555826,-0.5931547513819375,-0.33669354838709686,-0.06429492365254302,57.485887096774185,33.63636363636363,-17.16077590909091,78.72727272727273
South Korea/Mokpo,34.81689,126.3812,38.0,2016,2016-04-02,93,31,32,33,63,11.0,-7.2143,-41.1478,0.0,5.0,11.0,10.0,9.0,5.0,172.3548387096774,121.9,62.70967741935484,17.93548387096774,36.827586206896555,222.7741935483871,157.93078333333335,100.66140967741934,50.058807709677424,78.69868620689655,123.60466612903222,82.44620499999999,22.187046903225802,-18.56322438709677,-10.175814724137929,0.8050884677555826,-0.5931547513819375,1.3578799249530962,-0.0612242378930436,-24.097936210131316,63.90909090909091,14.986870000000003,106.0
South Korea/Seoul,37.57142,126.9658,85.67,1980,1980-04-18,109,43,44,43,112,1.0,-82.8571,-126.0781,-37.1429,0.0,0.0,1.0,0.0,1.0,157.7741935483871,55.43333333333333,14.838709677419354,-38.67741935483871,-28.20689655172414,219.03225806451613,105.33333333333333,54.193548387096776,6.129032258064516,17.586206896551722,99.18625354838711,0.8291540000000007,-27.282294322580647,-83.64960677419356,-72.16081527586208,0.7989945927065123,-0.6013382083534644,4.246579091406676,-0.19543387646836186,-220.3245758073343,51.18181818181818,-4.654627636363636,110.84848454545454
South Korea/Seoul,37.57142,126.9658,85.67,1981,1981-04-15,105,8,8,8,109,0.0,-92.0714,-136.7445,-48.2798,0.0,0.0,0.0,0.0,1.0,128.19354838709677,85.7,-38.38709677419355,-69.12903225806451,-14.571428571428571,187.41935483870967,136.0,3.700086774193549,-25.483870967741936,26.512450714285713,69.73074258064516,35.49285786666667,-88.84192838709677,-114.79333838709677,-58.12056114285714,0.7989945927065123,-0.6013382083534644,1.51435291858679,-0.0060979640401903346,-85.34547811059913,20.272727272727273,-30.019004545454546,71.81818181818181
South Korea/Seoul,37.57142,126.9658,85.67,1982,1982-04-13,103,20,20,20,118,0.0,-51.0714,-98.306,-9.705,1.0,0.0,0.0,3.0,1.0,131.80645161290323,35.666666666666664,0.7741935483870968,-35.61290322580645,7.428571428571429,180.13978387096776,77.31996266666667,41.19456483870968,6.5091309677419344,55.408610714285714,83.72970387096775,-11.071028856666667,-44.77392838709677,-81.15029483870967,-40.88100214535714,0.7989945927065123,-0.6013382083534644,2.091402714932128,0.022628616032770242,-90.09351432880848,36.27272727272727,-7.422708181818181,80.91786363636363
South Korea/Seoul,37.57142,126.9658,85.67,1983,1983-04-01,91,21,22,21,111,0.0,-48.5714,-98.9221,-9.0579,1.0,5.0,4.0,0.0,3.0,157.41935483870967,78.4,-1.4193548387096775,-16.451612903225808,-16.0,218.0,125.06333333333333,37.24573161290322,25.889893870967743,25.977380964285715,98.5365064612903,25.655292999999993,-45.168293741935486,-64.13496129032258,-60.94600392857142,0.7989945927065123,-0.6013382083534644,0.7570708283313328,0.08373003047372776,-35.646722689075645,34.09090909090909,-12.252633999999999,76.81818181818181
South Korea/Seoul,37.57142,126.9658,85.67,1984,1984-04-21,112,28,38,38,124,0.0,-80.9286,-124.9247,-32.7074,5.0,4.0,3.0,3.0,2.0,140.3548387096774,65.83333333333333,-12.03225806451613,-58.096774193548384,-33.86206896551724,187.68191935483873,115.51960100000001,29.83075483870968,-14.009389354838712,12.758620689655173,91.42747548387099,16.693308666666663,-60.56686193548388,-99.65316645161289,-81.5270523448276,0.7989945927065123,-0.6013382083534644,2.1109936575052846,-0.05293392559416318,-132.345665961945,-6.363636363636363,-51.36304636363636,41.01523363636363
South Korea/Seoul,37.57142,126.9658,85.67,1985,1985-04-16,106,17,17,18,111,0.0,-72.6429,-121.0044,-22.5,0.0,1.0,4.0,4.0,4.0,137.16129032258064,80.13333333333334,-9.741935483870968,-58.0,-2.6785714285714284,197.11216451612904,128.68756666666667,37.4012364516129,-11.347777096774193,41.67857142857143,80.75123345161289,31.04897606666667,-52.464941290322585,-108.22366580645162,-49.463614285714286,0.7989945927065123,-0.6013382083534644,0.9990470745187718,-0.031082649007177342,-58.19928848230732,8.545454545454545,-37.670182727272724,52.72727272727273
South Korea/Seoul,37.57142,126.9658,85.67,1986,1986-04-19,109,13,13,14,121,0.0,-90.2857,-138.2412,-48.7143,3.0,9.0,1.0,1.0,1.0,146.70967741935485,54.56666666666667,-34.096774193548384,-54.58064516129032,-32.464285714285715,198.95141612903225,95.53333333333333,5.125225483870967,-11.594978483870968,6.464285714285714,97.00875032258065,13.095703666666667,-80.83592129032256,-99.64682129032256,-74.97611071428572,0.7989945927065123,-0.6013382083534644,1.1426681841951458,0.06659419589300547,-66.57590205789167,31.545454545454547,-16.337530727272725,82.81818181818181
South Korea/Seoul,37.57142,126.9658,85.67,1987,1987-04-18,108,14,14,21,118,1.0,-40.4286,-91.4945,0.0,4.0,4.0,5.0,4.0,3.0,126.6774193548387,52.13333333333333,17.612903225806452,-30.258064516129032,-0.9642857142857143,171.90322580645162,95.32758,53.78196548387097,12.324526451612904,40.6159675,77.9189230967742,5.2627115333333325,-27.931891835483867,-76.97521783870968,-46.48197698571429,0.7989945927065123,-0.6013382083534644,0.8107985480943737,0.0016563844657604392,-37.93073200241984,20.636363636363637,-23.665102,62.0
South Korea/Seoul,37.57142,126.9658,85.67,1988,1988-04-16,107,42,50,42,106,0.0,-47.7143,-97.9378,0.0,3.0,5.0,0.0,3.0,1.0,153.58064516129033,72.56666666666666,9.03225806451613,-21.451612903225808,-13.931034482758621,206.71083548387097,120.92348,50.654199999999996,19.339119677419355,34.72766310344827,98.04616612903227,19.511323266666675,-38.14696935483871,-67.35460322580644,-64.62905413793104,0.7989945927065123,-0.6013382083534644,1.2113300492610848,-0.2078058512986235,-65.00689655172421,0.36363636363636365,-47.06886090909091,39.54545454545455
South Korea/Seoul,37.57142,126.9658,85.67,1989,1989-04-01,91,37,36,39,97,1.0,-22.7857,-69.866,0.0,1.0,0.0,3.0,9.0,3.0,148.25806451612902,53.233333333333334,1.5806451612903225,8.0,24.535714285714285,204.27209677419353,104.88777766666666,40.225806451612904,42.68532967741935,70.67857142857143,90.57203838709675,4.104348233333334,-45.06863070967742,-32.419601516129035,-22.651272049999992,0.7989945927065123,-0.6013382083534644,0.494728800611153,-0.08054812834224633,8.53200916730333,34.90909090909091,-7.617952818181819,68.36363636363636
South Korea/Seoul,37.57142,126.9658,85.67,1990,1990-04-01,91,26,32,27,92,1.0,-63.9286,-112.3485,-25.3571,5.0,7.0,3.0,5.0,6.0,135.80645161290323,70.16666666666667,14.741935483870968,-32.354838709677416,28.285714285714285,187.67741935483872,113.24605333333334,51.745320322580646,1.7741935483870968,57.31547607142857,80.15956141935486,26.075412400000005,-28.63414506451613,-77.02748770967744,-10.133566964285711,0.7989945927065123,-0.6013382083534644,2.173386034255598,-0.07267759669713042,-75.05586297760206,59.45454545454545,10.496279,108.0
South Korea/Seoul,37.57142,126.9658,85.67,1991,1991-04-12,102,8,15,8,104,3.0,-56.2143,-102.3838,-17.2143,0.0,4.0,2.0,4.0,2.0,152.96774193548387,99.56666666666666,7.161290322580645,-26.35483870967742,-8.071428571428571,213.62365483870968,146.13222333333334,48.516129032258064,15.225806451612904,32.47660821428571,93.93740161290323,45.63972766666667,-39.69410161290323,-70.74608225806452,-53.69228499999999,0.7989945927065123,-0.6013382083534644,0.6890360983102918,-0.003039750660057383,-30.713677675371226,31.636363636363637,-14.607326181818182,72.81818181818181
South Korea/Seoul,37.57142,126.9658,85.67,1992,1992-04-06,97,26,24,49,90,3.0,-14.9286,-61.3893,0.0,1.0,4.0,9.0,3.0,6.0,137.38709677419354,63.766666666666666,22.032258064516128,-2.064516129032258,8.137931034482758,195.68967096774196,108.372619,58.98495322580645,35.17705741935484,50.0,80.9458893548387,13.404699633333333,-24.10762187096774,-45.54669838709677,-39.57916965517241,0.7989945927065123,-0.6013382083534644,1.8379446640316197,0.07503688217067303,-70.17689942907333,56.90909090909091,11.222432363636361,99.81818181818181
South Korea/Seoul,37.57142,126.9658,85.67,1993,1993-04-18,108,28,23,29,105,1.0,-39.2143,-83.0218,0.0,11.0,7.0,12.0,4.0,6.0,138.48387096774192,61.53333333333333,14.709677419354838,-19.06451612903226,9.642857142857142,188.7741935483871,108.2,54.09739870967742,18.828588387096776,51.964285714285715,86.66360064516128,9.527882233333333,-30.117634745161286,-63.88660006451613,-37.06984525000001,0.7989945927065123,-0.6013382083534644,0.9507701600724854,0.024169251055240527,-32.30866807610993,38.90909090909091,-13.286677000000003,77.0
South Korea/Seoul,37.57142,126.9658,85.67,1994,1994-04-13,103,30,30,30,115,0.0,-38.5,-86.6247,1.0026,3.0,9.0,6.0,8.0,4.0,133.61290322580646,84.1,-2.838709677419355,-7.193548387096774,7.464285714285714,195.16774193548386,124.28333333333333,38.07771258064516,30.485022903225808,57.785714285714285,73.1495995451613,37.896542833333335,-47.598149225806445,-53.9999283548387,-40.36568389285714,0.7989945927065123,-0.6013382083534644,1.2710801393728222,0.006931242325456758,-48.21254355400703,36.36363636363637,-11.663016363636364,82.21818181818182
South Korea/Seoul,37.57142,126.9658,85.67,1995,1995-04-16,106,36,36,37,96,1.0,-35.3571,-80.4543,0.0,13.0,10.0,9.0,8.0,3.0,151.16129032258064,92.73333333333333,9.935483870967742,-21.70967741935484,13.428571428571429,203.06451612903226,135.21666666666667,48.47025483870968,17.806451612903224,59.964285714285715,101.78258451612902,41.50307202333333,-35.09996029032258,-64.36327193548387,-34.92193421428571,0.7989945927065123,-0.6013382083534644,1.4941176470588244,0.05900935312700169,-50.44537815126053,49.18181818181818,0.4990590909090907,94.0909090909091
South Korea/Seoul,37.57142,126.9658,85.67,1996,1996-04-24,115,41,42,42,123,0.0,-49.2857,-97.5283,-4.9286,6.0,7.0,2.0,2.0,1.0,153.3548387096774,62.53333333333333,-10.870967741935484,-22.161290322580644,-14.068965517241379,206.68924838709677,114.33333333333333,31.166425806451613,25.722450937741932,31.583907931034485,96.36337325806453,6.443628066666665,-53.650813,-67.05755,-62.46452931034482,0.7989945927065123,-0.6013382083534644,1.0549499443826478,0.20255641188622636,-44.816388579903624,32.63636363636363,-15.14692819090909,74.81818181818181
South Korea/Seoul,37.57142,126.9658,85.67,2013,2013-04-18,108,5,5,5,118,2.0,-77.6429,-126.7373,-33.0796,4.0,9.0,6.0,5.0,6.0,152.74193548387098,54.7,-41.483870967741936,-32.96774193548387,-12.571428571428571,205.03225806451613,95.16666666666667,-5.193548387096774,4.8257551612903224,28.86539892857143,99.72183322580644,9.284990200000003,-85.1988957096774,-74.16967725806451,-60.6360667857143,0.7989945927065123,-0.6013382083534644,1.3767665170650252,0.03074166011775763,-58.68935045054448,45.18181818181818,-13.996824545454546,106.81818181818181
South Korea/Seoul,37.57142,126.9658,85.67,2014,2014-03-31,90,22,22,22,104,0.0,-31.8571,-78.4912,8.8571,4.0,7.0,5.0,4.0,3.0,157.09677419354838,61.03333333333333,-1.903225806451613,-6.451612903225806,19.178571428571427,212.3548387096774,106.6,35.25806451612903,35.972055806451614,66.85757035714286,101.54537870967745,11.243388133333333,-43.840077709677416,-54.78337580645162,-25.317884071428576,0.7989945927065123,-0.6013382083534644,0.9030612244897959,-0.0042744757477460385,-21.27551020408163,29.727272727272727,-22.14915109090909,79.27272727272727
South Korea/Seoul,37.57142,126.9658,85.67,2015,2015-04-06,96,-7,-13,-7,104,0.0,-38.5714,-89.583,0.0,5.0,7.0,8.0,3.0,5.0,156.48387096774192,88.46666666666667,-30.129032258064516,-9.129032258064516,11.321428571428571,214.16129032258064,137.86666666666667,16.07234483870968,35.83870967741935,59.607142857142854,98.71950999999999,38.33160243333334,-78.52065129032259,-56.38439838709678,-39.17858914285715,0.7989945927065123,-0.6013382083534644,0.5689373917222018,0.0020605643523698234,-15.806143223864748,17.636363636363637,-41.13051090909091,74.9090909090909
South Korea/Seoul,37.57142,126.9658,85.67,2016,2016-04-05,96,25,25,31,95,1.0,-65.5,-111.5622,-18.115,5.0,8.0,8.0,2.0,7.0,153.6451612903226,88.6,15.612903225806452,-32.58064516129032,2.103448275862069,212.19354838709677,129.261041,61.55285677419354,11.593223870967742,51.726906896551725,99.47692919677418,47.453912666666675,-32.600866677419354,-78.1618629032258,-48.65819827586208,0.7989945927065123,-0.6013382083534644,1.6134443416589563,-0.016772138592212965,-67.29078014184395,42.45454545454545,-7.441340000000002,88.45454545454545
Switzerland/Versoix,46.29043,6.137128,440.0,1956,1956-04-17,108,53,46,53,109,0.0,-90.5714,-124.4021,-54.0379,6.0,5.0,15.0,9.0,6.0,86.06451612903226,42.53333333333333,43.38709677419355,30.93548387096774,-66.75862068965517,134.4562212903226,65.99333333333333,71.89346516129032,60.2601235483871,-26.690723793103448,42.721390322580646,20.174669933333334,13.307281645161291,-0.8559915161290318,-97.86492758620689,0.10690838577976901,0.9942688756317197,5.080495356037149,-1.0416021671826872,-302.95046439628453,38.09090909090909,1.1696205454545454,85.36363636363636
Switzerland/Versoix,46.29043,6.137128,440.0,1957,1957-03-28,87,25,24,25,106,1.0,-41.3571,-62.3317,-21.699,9.0,6.0,4.0,7.0,10.0,83.12903225806451,35.03333333333333,19.870967741935484,-12.451612903225806,50.142857142857146,128.08064516129033,60.6245873,54.32258064516129,19.61981677419355,90.19077857142858,46.2708970967742,11.508541666666666,-10.392891451612904,-40.03720083870967,15.557048142857143,0.10690838577976901,0.9942688756317197,1.1346284304656173,-0.022949779945617144,-8.938328707986415,58.54545454545455,12.696205454545453,112.63636363636364
Switzerland/Versoix,46.29043,6.137128,440.0,1958,1958-04-24,114,34,34,36,116,4.0,-21.0714,-52.5044,0.0,1.0,4.0,5.0,10.0,14.0,88.96774193548387,58.46666666666667,11.67741935483871,6.935483870967742,46.0,149.1290322580645,85.42249433333333,37.3172129032258,31.902949032258064,88.29166642857142,38.268235806451614,28.5612353,-11.867836870967743,-21.934329677419353,12.720051964285718,0.10690838577976901,0.9942688756317197,-1.9668089141773388,-0.16865448444395803,141.65244191560004,9.818181818181818,-20.818181818181817,52.0
Switzerland/Versoix,46.29043,6.137128,440.0,1959,1959-04-08,98,39,-23,18,97,0.0,-5.1429,-35.9696,0.0,9.0,7.0,11.0,14.0,0.0,89.96774193548387,49.2,35.12903225806452,13.483870967741936,17.071428571428573,121.86924612903225,69.37418033333333,59.59537709677419,41.51897387096774,74.42857142857143,59.858229354838706,29.864452333333336,8.274307451612902,-17.321738677419358,-25.966882785714287,0.10690838577976901,0.9942688756317197,2.761363636363638,0.039664912885975824,-110.86931818181831,70.81818181818181,26.957865454545455,119.54121363636364
